"orderDate";"productName";"Quantitysold";"quantityInStock";"productLine";"rang_pdts";"taux_ecoulement_stock"
"2022-07-19";"1993 Mazda RX-7";25.0;398;"Classic Cars";2119;0.06
"2022-07-22";"1969 Chevrolet Camaro Z28";49.0;470;"Classic Cars";77;0.1
"2022-07-22";"1932 Alfa Romeo 8C2300 Spider Sport";47.0;655;"Vintage Cars";256;0.07
"2022-07-22";"1970 Chevy Chevelle SS 454";45.0;101;"Classic Cars";416;0.45
"2022-07-22";"1932 Model A Ford J-Coupe";38.0;935;"Vintage Cars";997;0.04
"2022-07-22";"1917 Grand Touring Sedan";33.0;272;"Vintage Cars";1409;0.12
"2022-07-22";"1938 Cadillac V-16 Presidential Limousine";33.0;285;"Vintage Cars";1409;0.12
"2022-07-22";"1952 Citroen-15CV";30.0;145;"Classic Cars";1688;0.21
"2022-07-22";"1936 Mercedes Benz 500k Roadster";29.0;208;"Vintage Cars";1763;0.14
"2022-07-22";"1949 Jaguar XK 120";28.0;235;"Classic Cars";1857;0.12
"2022-07-22";"1957 Ford Thunderbird";23.0;321;"Classic Cars";2296;0.07
"2022-07-22";"1911 Ford Town Car";22.0;54;"Vintage Cars";2370;0.41
"2022-07-22";"1939 Chevrolet Deluxe Coupe";22.0;733;"Vintage Cars";2370;0.03
"2022-07-22";"2002 Chevy Corvette";21.0;945;"Classic Cars";2458;0.02
"2022-07-25";"1965 Aston Martin DB5";44.0;904;"Classic Cars";502;0.05
"2022-07-25";"1999 Indy 500 Monte Carlo SS";37.0;816;"Classic Cars";1082;0.05
"2022-07-25";"1948 Porsche Type 356 Roadster";31.0;899;"Classic Cars";1589;0.03
"2022-07-25";"1966 Shelby Cobra 427 S/C";26.0;820;"Classic Cars";2031;0.03
"2022-07-31";"1936 Mercedes-Benz 500K Special Roadster";49.0;864;"Vintage Cars";77;0.06
"2022-07-31";"1913 Ford Model T Speedster";46.0;419;"Vintage Cars";320;0.11
"2022-07-31";"1928 Mercedes-Benz SSK";41.0;55;"Vintage Cars";743;0.75
"2022-07-31";"1937 Lincoln Berline";31.0;869;"Vintage Cars";1589;0.04
"2022-07-31";"1917 Maxwell Touring Car";30.0;791;"Vintage Cars";1688;0.04
"2022-07-31";"1936 Chrysler Airflow";29.0;471;"Vintage Cars";1763;0.06
"2022-07-31";"1934 Ford V8 Coupe";20.0;565;"Vintage Cars";2556;0.04
"2022-07-31";"18th Century Vintage Horse Carriage";20.0;599;"Vintage Cars";2556;0.03
"2022-08-08";"1962 Volkswagen Microbus";47.0;233;"Trucks and Buses";256;0.2
"2022-08-08";"1926 Ford Fire Engine";46.0;202;"Trucks and Buses";320;0.23
"2022-08-08";"1940s Ford truck";40.0;313;"Trucks and Buses";835;0.13
"2022-08-08";"1958 Setra Bus";38.0;158;"Trucks and Buses";997;0.24
"2022-08-08";"1952 Alpine Renault 1300";37.0;731;"Classic Cars";1082;0.05
"2022-08-08";"1982 Camaro Z28";36.0;693;"Classic Cars";1154;0.05
"2022-08-08";"1940 Ford Pickup Truck";32.0;261;"Trucks and Buses";1503;0.12
"2022-08-08";"1939 Cadillac Limousine";29.0;665;"Vintage Cars";1763;0.04
"2022-08-08";"1996 Peterbilt 379 Stake Bed with Outrigger";28.0;81;"Trucks and Buses";1857;0.35
"2022-08-08";"1962 LanciaA Delta 16V";26.0;679;"Classic Cars";2031;0.04
"2022-08-08";"1980’s GM Manhattan Express";26.0;510;"Trucks and Buses";2031;0.05
"2022-08-16";"1964 Mercedes Tour Bus";47.0;826;"Trucks and Buses";256;0.06
"2022-08-16";"Diamond T620 Semi-Skirted Tanker";44.0;102;"Trucks and Buses";502;0.43
"2022-08-16";"1992 Porsche Cayenne Turbo Silver";40.0;658;"Classic Cars";835;0.06
"2022-08-16";"1998 Chrysler Plymouth Prowler";39.0;472;"Classic Cars";915;0.08
"2022-08-16";"1992 Ferrari 360 Spider red";34.0;835;"Classic Cars";1301;0.04
"2022-08-16";"1954 Greyhound Scenicruiser";24.0;287;"Trucks and Buses";2211;0.08
"2022-08-16";"1957 Chevy Pickup";21.0;613;"Trucks and Buses";2458;0.03
"2022-08-16";"1958 Chevy Corvette Limited Edition";21.0;254;"Classic Cars";2458;0.08
"2022-08-16";"1970 Dodge Coronet";20.0;407;"Classic Cars";2556;0.05
"2022-08-23";"1912 Ford Model T Delivery Wagon";49.0;917;"Vintage Cars";77;0.05
"2022-08-23";"1903 Ford Model A";47.0;391;"Vintage Cars";256;0.12
"2022-08-23";"1969 Ford Falcon";46.0;105;"Classic Cars";320;0.44
"2022-08-23";"The Mayflower";43.0;74;"Ships";589;0.58
"2022-08-23";"1950's Chicago Surface Lines Streetcar";42.0;860;"Trains";670;0.05
"2022-08-23";"1962 City of Detroit Streetcar";42.0;165;"Trains";670;0.25
"2022-08-23";"The Schooner Bluenose";41.0;190;"Ships";743;0.22
"2022-08-23";"Pont Yacht";39.0;41;"Ships";915;0.95
"2022-08-23";"The Queen Mary";38.0;509;"Ships";997;0.07
"2022-08-23";"2001 Ferrari Enzo";33.0;362;"Classic Cars";1409;0.09
"2022-08-23";"1969 Corvair Monza";33.0;691;"Classic Cars";1409;0.05
"2022-08-23";"18th century schooner";33.0;190;"Ships";1409;0.17
"2022-08-23";"1970 Triumph Spitfire";24.0;555;"Classic Cars";2211;0.04
"2022-08-23";"1904 Buick Runabout";24.0;829;"Vintage Cars";2211;0.03
"2022-08-23";"Collectable Wooden Train";22.0;645;"Trains";2370;0.03
"2022-08-23";"The Titanic";21.0;196;"Ships";2458;0.11
"2022-08-25";"1972 Alfa Romeo GTA";49.0;325;"Classic Cars";77;0.15
"2022-08-25";"1999 Yamaha Speed Boat";46.0;426;"Ships";320;0.11
"2022-08-25";"Boeing X-32A JSF";37.0;486;"Planes";1082;0.08
"2022-08-25";"American Airlines: B767-300";36.0;584;"Planes";1154;0.06
"2022-08-25";"1941 Chevrolet Special Deluxe Cabriolet";34.0;238;"Vintage Cars";1301;0.14
"2022-08-25";"1930 Buick Marquette Phaeton";34.0;706;"Vintage Cars";1301;0.05
"2022-08-25";"American Airlines: MD-11S";34.0;882;"Planes";1301;0.04
"2022-08-25";"1937 Horch 930V Limousine";33.0;290;"Vintage Cars";1409;0.11
"2022-08-25";"1980s Black Hawk Helicopter";32.0;533;"Planes";1503;0.06
"2022-08-25";"The USS Constitution Ship";31.0;708;"Ships";1589;0.04
"2022-08-25";"Corsair F4U ( Bird Cage)";28.0;681;"Planes";1857;0.04
"2022-08-25";"F/A 18 Hornet 1/72";28.0;55;"Planes";1857;0.51
"2022-08-25";"1900s Vintage Bi-Plane";27.0;594;"Planes";1935;0.05
"2022-08-25";"HMS Bounty";26.0;350;"Ships";2031;0.07
"2022-08-25";"America West Airlines B757-200";26.0;965;"Planes";2031;0.03
"2022-08-25";"1940 Ford Delivery Sedan";23.0;662;"Vintage Cars";2296;0.03
"2022-08-28";"1928 Ford Phaeton Deluxe";20.0;14;"Vintage Cars";2556;1.43
"2022-09-09";"2002 Suzuki XREO";49.0;1000;"Motorcycles";77;0.05
"2022-09-09";"1960 BSA Gold Star DBD34";47.0;2;"Motorcycles";256;23.5
"2022-09-09";"1969 Harley Davidson Ultimate Chopper";45.0;793;"Motorcycles";416;0.06
"2022-09-09";"1997 BMW R 1100 S";43.0;700;"Motorcycles";589;0.06
"2022-09-09";"1928 British Royal Navy Airplane";40.0;363;"Planes";835;0.11
"2022-09-09";"2002 Yamaha YZR M1";38.0;60;"Motorcycles";997;0.63
"2022-09-09";"1996 Moto Guzzi 1100i";37.0;663;"Motorcycles";1082;0.06
"2022-09-09";"2003 Harley-Davidson Eagle Drag Bike";33.0;558;"Motorcycles";1409;0.06
"2022-09-09";"1900s Vintage Tri-Plane";33.0;276;"Planes";1409;0.12
"2022-09-09";"1997 BMW F650 ST";33.0;18;"Motorcycles";1409;1.83
"2022-09-09";"1982 Ducati 996 R";31.0;924;"Motorcycles";1589;0.03
"2022-09-09";"P-51-D Mustang";30.0;99;"Planes";1688;0.3
"2022-09-09";"1936 Harley Davidson El Knucklehead";30.0;436;"Motorcycles";1688;0.07
"2022-09-09";"1982 Ducati 900 Monster";27.0;684;"Motorcycles";1935;0.04
"2022-09-09";"1974 Ducati 350 Mk3 Desmo";27.0;334;"Motorcycles";1935;0.08
"2022-09-09";"ATA: B757-300";20.0;711;"Planes";2556;0.03
"2022-09-18";"1957 Vespa GS150";47.0;769;"Motorcycles";256;0.06
"2022-09-18";"1957 Corvette Convertible";29.0;125;"Classic Cars";1763;0.23
"2022-09-20";"1968 Ford Mustang";48.0;7;"Classic Cars";163;6.86
"2022-09-20";"1976 Ford Gran Torino";37.0;913;"Classic Cars";1082;0.04
"2022-09-20";"1969 Dodge Super Bee";36.0;192;"Classic Cars";1154;0.19
"2022-09-20";"1969 Dodge Charger";33.0;732;"Classic Cars";1409;0.05
"2022-09-20";"1968 Dodge Charger";31.0;912;"Classic Cars";1589;0.03
"2022-09-20";"1961 Chevrolet Impala";31.0;787;"Classic Cars";1589;0.04
"2022-09-20";"1971 Alpine Renault 1600s";30.0;800;"Classic Cars";1688;0.04
"2022-09-20";"1948 Porsche 356-A Roadster";26.0;883;"Classic Cars";2031;0.03
"2022-09-20";"1982 Lamborghini Diablo";25.0;772;"Classic Cars";2119;0.03
"2022-09-20";"1956 Porsche 356A Coupe";23.0;660;"Classic Cars";2296;0.03
"2022-09-20";"1970 Plymouth Hemi Cuda";21.0;566;"Classic Cars";2458;0.04
"2022-09-26";"1965 Aston Martin DB5";47.0;904;"Classic Cars";256;0.05
"2022-09-26";"1966 Shelby Cobra 427 S/C";47.0;820;"Classic Cars";256;0.06
"2022-09-26";"1932 Alfa Romeo 8C2300 Spider Sport";34.0;655;"Vintage Cars";1301;0.05
"2022-09-26";"1952 Citroen-15CV";34.0;145;"Classic Cars";1301;0.23
"2022-09-26";"1992 Ferrari 360 Spider red";32.0;835;"Classic Cars";1503;0.04
"2022-09-26";"1969 Chevrolet Camaro Z28";31.0;470;"Classic Cars";1589;0.07
"2022-09-26";"1957 Ford Thunderbird";29.0;321;"Classic Cars";1763;0.09
"2022-09-26";"1948 Porsche Type 356 Roadster";28.0;899;"Classic Cars";1857;0.03
"2022-09-26";"1999 Indy 500 Monte Carlo SS";27.0;816;"Classic Cars";1935;0.03
"2022-09-26";"2002 Chevy Corvette";27.0;945;"Classic Cars";1935;0.03
"2022-09-26";"1995 Honda Civic";25.0;977;"Classic Cars";2119;0.03
"2022-09-26";"1970 Chevy Chevelle SS 454";25.0;101;"Classic Cars";2119;0.25
"2022-09-26";"1993 Mazda RX-7";23.0;398;"Classic Cars";2296;0.06
"2022-09-26";"1949 Jaguar XK 120";21.0;235;"Classic Cars";2458;0.09
"2022-09-27";"1937 Lincoln Berline";50.0;869;"Vintage Cars";12;0.06
"2022-09-27";"1938 Cadillac V-16 Presidential Limousine";49.0;285;"Vintage Cars";77;0.17
"2022-09-27";"1917 Maxwell Touring Car";42.0;791;"Vintage Cars";670;0.05
"2022-09-27";"1939 Chevrolet Deluxe Coupe";36.0;733;"Vintage Cars";1154;0.05
"2022-09-27";"1917 Grand Touring Sedan";34.0;272;"Vintage Cars";1301;0.13
"2022-09-27";"1932 Model A Ford J-Coupe";33.0;935;"Vintage Cars";1409;0.04
"2022-09-27";"1936 Mercedes-Benz 500K Special Roadster";30.0;864;"Vintage Cars";1688;0.03
"2022-09-27";"1936 Mercedes Benz 500k Roadster";26.0;208;"Vintage Cars";2031;0.13
"2022-09-27";"1911 Ford Town Car";24.0;54;"Vintage Cars";2211;0.44
"2022-09-27";"1928 Mercedes-Benz SSK";23.0;55;"Vintage Cars";2296;0.42
"2022-09-27";"1936 Chrysler Airflow";20.0;471;"Vintage Cars";2556;0.04
"2022-10-04";"1940s Ford truck";49.0;313;"Trucks and Buses";77;0.16
"2022-10-04";"1996 Peterbilt 379 Stake Bed with Outrigger";49.0;81;"Trucks and Buses";77;0.6
"2022-10-04";"1913 Ford Model T Speedster";47.0;419;"Vintage Cars";256;0.11
"2022-10-04";"1952 Alpine Renault 1300";45.0;731;"Classic Cars";416;0.06
"2022-10-04";"1940 Ford Pickup Truck";34.0;261;"Trucks and Buses";1301;0.13
"2022-10-04";"1958 Setra Bus";30.0;158;"Trucks and Buses";1688;0.19
"2022-10-04";"1934 Ford V8 Coupe";30.0;565;"Vintage Cars";1688;0.05
"2022-10-04";"1939 Cadillac Limousine";30.0;665;"Vintage Cars";1688;0.05
"2022-10-04";"18th Century Vintage Horse Carriage";26.0;599;"Vintage Cars";2031;0.04
"2022-10-04";"1962 LanciaA Delta 16V";20.0;679;"Classic Cars";2556;0.03
"2022-10-04";"1982 Camaro Z28";20.0;693;"Classic Cars";2556;0.03
"2022-10-06";"1964 Mercedes Tour Bus";49.0;826;"Trucks and Buses";77;0.06
"2022-10-06";"1998 Chrysler Plymouth Prowler";43.0;472;"Classic Cars";589;0.09
"2022-10-06";"1962 Volkswagen Microbus";42.0;233;"Trucks and Buses";670;0.18
"2022-10-06";"1954 Greyhound Scenicruiser";41.0;287;"Trucks and Buses";743;0.14
"2022-10-06";"1926 Ford Fire Engine";39.0;202;"Trucks and Buses";915;0.19
"2022-10-06";"1958 Chevy Corvette Limited Edition";30.0;254;"Classic Cars";1688;0.12
"2022-10-06";"1980’s GM Manhattan Express";27.0;510;"Trucks and Buses";1935;0.05
"2022-10-06";"Diamond T620 Semi-Skirted Tanker";26.0;102;"Trucks and Buses";2031;0.25
"2022-10-06";"1957 Chevy Pickup";24.0;613;"Trucks and Buses";2211;0.04
"2022-10-06";"1992 Ferrari 360 Spider red";21.0;835;"Classic Cars";2458;0.03
"2022-10-10";"1970 Triumph Spitfire";35.0;555;"Classic Cars";1234;0.06
"2022-10-10";"1950's Chicago Surface Lines Streetcar";33.0;860;"Trains";1409;0.04
"2022-10-10";"1970 Dodge Coronet";25.0;407;"Classic Cars";2119;0.06
"2022-10-10";"1992 Porsche Cayenne Turbo Silver";23.0;658;"Classic Cars";2296;0.03
"2022-10-13";"The Titanic";50.0;196;"Ships";12;0.26
"2022-10-13";"Pont Yacht";50.0;41;"Ships";12;1.22
"2022-10-13";"1969 Ford Falcon";49.0;105;"Classic Cars";77;0.47
"2022-10-13";"The Schooner Bluenose";43.0;190;"Ships";589;0.23
"2022-10-13";"1969 Corvair Monza";42.0;691;"Classic Cars";670;0.06
"2022-10-13";"18th century schooner";40.0;190;"Ships";835;0.21
"2022-10-13";"1903 Ford Model A";31.0;391;"Vintage Cars";1589;0.08
"2022-10-13";"1962 City of Detroit Streetcar";31.0;165;"Trains";1589;0.19
"2022-10-13";"The Mayflower";31.0;74;"Ships";1589;0.42
"2022-10-13";"Collectable Wooden Train";29.0;645;"Trains";1763;0.04
"2022-10-13";"1904 Buick Runabout";22.0;829;"Vintage Cars";2370;0.03
"2022-10-13";"2001 Ferrari Enzo";20.0;362;"Classic Cars";2556;0.06
"2022-10-13";"The Queen Mary";20.0;509;"Ships";2556;0.04
"2022-10-17";"The USS Constitution Ship";36.0;708;"Ships";1154;0.05
"2022-10-17";"1912 Ford Model T Delivery Wagon";31.0;917;"Vintage Cars";1589;0.03
"2022-10-19";"1969 Dodge Super Bee";49.0;192;"Classic Cars";77;0.26
"2022-10-19";"1948 Porsche 356-A Roadster";41.0;883;"Classic Cars";743;0.05
"2022-10-19";"1968 Ford Mustang";33.0;7;"Classic Cars";1409;4.71
"2022-10-19";"1971 Alpine Renault 1600s";31.0;800;"Classic Cars";1589;0.04
"2022-10-19";"1968 Dodge Charger";29.0;912;"Classic Cars";1763;0.03
"2022-10-19";"1969 Dodge Charger";23.0;732;"Classic Cars";2296;0.03
"2022-10-19";"1976 Ford Gran Torino";23.0;913;"Classic Cars";2296;0.03
"2022-10-19";"1970 Plymouth Hemi Cuda";22.0;566;"Classic Cars";2370;0.04
"2022-10-20";"1956 Porsche 356A Coupe";50.0;660;"Classic Cars";12;0.08
"2022-10-20";"1982 Lamborghini Diablo";48.0;772;"Classic Cars";163;0.06
"2022-10-20";"1995 Honda Civic";47.0;977;"Classic Cars";256;0.05
"2022-10-20";"1948 Porsche Type 356 Roadster";39.0;899;"Classic Cars";915;0.04
"2022-10-20";"1993 Mazda RX-7";37.0;398;"Classic Cars";1082;0.09
"2022-10-20";"1965 Aston Martin DB5";32.0;904;"Classic Cars";1503;0.04
"2022-10-20";"1970 Chevy Chevelle SS 454";27.0;101;"Classic Cars";1935;0.27
"2022-10-20";"1992 Ferrari 360 Spider red";23.0;835;"Classic Cars";2296;0.03
"2022-10-20";"1999 Indy 500 Monte Carlo SS";22.0;816;"Classic Cars";2370;0.03
"2022-10-20";"1966 Shelby Cobra 427 S/C";22.0;820;"Classic Cars";2370;0.03
"2022-10-20";"2002 Chevy Corvette";22.0;945;"Classic Cars";2370;0.02
"2022-10-21";"1949 Jaguar XK 120";49.0;235;"Classic Cars";77;0.21
"2022-10-21";"1969 Chevrolet Camaro Z28";48.0;470;"Classic Cars";163;0.1
"2022-10-21";"1952 Citroen-15CV";45.0;145;"Classic Cars";416;0.31
"2022-10-21";"1999 Yamaha Speed Boat";44.0;426;"Ships";502;0.1
"2022-10-21";"Corsair F4U ( Bird Cage)";44.0;681;"Planes";502;0.06
"2022-10-21";"American Airlines: MD-11S";44.0;882;"Planes";502;0.05
"2022-10-21";"F/A 18 Hornet 1/72";43.0;55;"Planes";589;0.78
"2022-10-21";"1917 Grand Touring Sedan";43.0;272;"Vintage Cars";589;0.16
"2022-10-21";"1980s Black Hawk Helicopter";38.0;533;"Planes";997;0.07
"2022-10-21";"1932 Alfa Romeo 8C2300 Spider Sport";38.0;655;"Vintage Cars";997;0.06
"2022-10-21";"1940 Ford Delivery Sedan";37.0;662;"Vintage Cars";1082;0.06
"2022-10-21";"1937 Horch 930V Limousine";34.0;290;"Vintage Cars";1301;0.12
"2022-10-21";"Boeing X-32A JSF";34.0;486;"Planes";1301;0.07
"2022-10-21";"1972 Alfa Romeo GTA";32.0;325;"Classic Cars";1503;0.1
"2022-10-21";"HMS Bounty";32.0;350;"Ships";1503;0.09
"2022-10-21";"1941 Chevrolet Special Deluxe Cabriolet";29.0;238;"Vintage Cars";1763;0.12
"2022-10-21";"1900s Vintage Bi-Plane";23.0;594;"Planes";2296;0.04
"2022-10-21";"1957 Ford Thunderbird";23.0;321;"Classic Cars";2296;0.07
"2022-10-21";"America West Airlines B757-200";20.0;965;"Planes";2556;0.02
"2022-10-23";"American Airlines: B767-300";48.0;584;"Planes";163;0.08
"2022-10-23";"1930 Buick Marquette Phaeton";20.0;706;"Vintage Cars";2556;0.03
"2022-10-24";"ATA: B757-300";48.0;711;"Planes";163;0.07
"2022-10-24";"1928 British Royal Navy Airplane";40.0;363;"Planes";835;0.11
"2022-10-24";"1997 BMW F650 ST";34.0;18;"Motorcycles";1301;1.89
"2022-10-24";"P-51-D Mustang";33.0;99;"Planes";1409;0.33
"2022-10-24";"1900s Vintage Tri-Plane";33.0;276;"Planes";1409;0.12
"2022-10-24";"1928 Ford Phaeton Deluxe";28.0;14;"Vintage Cars";1857;2.0
"2022-10-25";"1971 Alpine Renault 1600s";50.0;800;"Classic Cars";12;0.06
"2022-10-25";"1969 Harley Davidson Ultimate Chopper";49.0;793;"Motorcycles";77;0.06
"2022-10-25";"1997 BMW R 1100 S";44.0;700;"Motorcycles";502;0.06
"2022-10-25";"1936 Harley Davidson El Knucklehead";42.0;436;"Motorcycles";670;0.1
"2022-10-25";"1968 Ford Mustang";41.0;7;"Classic Cars";743;5.86
"2022-10-25";"2002 Suzuki XREO";38.0;1000;"Motorcycles";997;0.04
"2022-10-25";"1996 Moto Guzzi 1100i";37.0;663;"Motorcycles";1082;0.06
"2022-10-25";"1982 Ducati 996 R";35.0;924;"Motorcycles";1234;0.04
"2022-10-25";"1957 Corvette Convertible";32.0;125;"Classic Cars";1503;0.26
"2022-10-25";"2002 Yamaha YZR M1";31.0;60;"Motorcycles";1589;0.52
"2022-10-25";"1982 Ducati 900 Monster";27.0;684;"Motorcycles";1935;0.04
"2022-10-25";"1976 Ford Gran Torino";25.0;913;"Classic Cars";2119;0.03
"2022-10-25";"1970 Plymouth Hemi Cuda";24.0;566;"Classic Cars";2211;0.04
"2022-10-25";"1961 Chevrolet Impala";23.0;787;"Classic Cars";2296;0.03
"2022-10-25";"1974 Ducati 350 Mk3 Desmo";23.0;334;"Motorcycles";2296;0.07
"2022-10-25";"1960 BSA Gold Star DBD34";22.0;2;"Motorcycles";2370;11.0
"2022-10-25";"2003 Harley-Davidson Eagle Drag Bike";22.0;558;"Motorcycles";2370;0.04
"2022-10-25";"1969 Dodge Super Bee";21.0;192;"Classic Cars";2458;0.11
"2022-10-25";"1957 Vespa GS150";21.0;769;"Motorcycles";2458;0.03
"2022-10-26";"1969 Dodge Charger";50.0;732;"Classic Cars";12;0.07
"2022-10-26";"1968 Dodge Charger";46.0;912;"Classic Cars";320;0.05
"2022-10-26";"1982 Lamborghini Diablo";42.0;772;"Classic Cars";670;0.05
"2022-10-26";"1948 Porsche 356-A Roadster";38.0;883;"Classic Cars";997;0.04
"2022-10-26";"1956 Porsche 356A Coupe";35.0;660;"Classic Cars";1234;0.05
"2022-10-26";"1992 Ferrari 360 Spider red";20.0;835;"Classic Cars";2556;0.02
"2022-11-01";"1995 Honda Civic";48.0;977;"Classic Cars";163;0.05
"2022-11-01";"1965 Aston Martin DB5";43.0;904;"Classic Cars";589;0.05
"2022-11-01";"1970 Chevy Chevelle SS 454";37.0;101;"Classic Cars";1082;0.37
"2022-11-01";"1948 Porsche Type 356 Roadster";36.0;899;"Classic Cars";1154;0.04
"2022-11-01";"2002 Chevy Corvette";30.0;945;"Classic Cars";1688;0.03
"2022-11-01";"1993 Mazda RX-7";28.0;398;"Classic Cars";1857;0.07
"2022-11-01";"1957 Ford Thunderbird";25.0;321;"Classic Cars";2119;0.08
"2022-11-01";"1952 Citroen-15CV";25.0;145;"Classic Cars";2119;0.17
"2022-11-01";"1999 Indy 500 Monte Carlo SS";23.0;816;"Classic Cars";2296;0.03
"2022-11-01";"1966 Shelby Cobra 427 S/C";23.0;820;"Classic Cars";2296;0.03
"2022-11-01";"1949 Jaguar XK 120";20.0;235;"Classic Cars";2556;0.09
"2022-11-01";"1969 Chevrolet Camaro Z28";20.0;470;"Classic Cars";2556;0.04
"2022-11-02";"1937 Lincoln Berline";48.0;869;"Vintage Cars";163;0.06
"2022-11-02";"1928 Mercedes-Benz SSK";48.0;55;"Vintage Cars";163;0.87
"2022-11-02";"1936 Mercedes-Benz 500K Special Roadster";45.0;864;"Vintage Cars";416;0.05
"2022-11-02";"1938 Cadillac V-16 Presidential Limousine";43.0;285;"Vintage Cars";589;0.15
"2022-11-02";"1932 Alfa Romeo 8C2300 Spider Sport";39.0;655;"Vintage Cars";915;0.06
"2022-11-02";"1932 Model A Ford J-Coupe";38.0;935;"Vintage Cars";997;0.04
"2022-11-02";"1939 Chevrolet Deluxe Coupe";37.0;733;"Vintage Cars";1082;0.05
"2022-11-02";"1936 Mercedes Benz 500k Roadster";37.0;208;"Vintage Cars";1082;0.18
"2022-11-02";"1917 Grand Touring Sedan";29.0;272;"Vintage Cars";1763;0.11
"2022-11-02";"1911 Ford Town Car";27.0;54;"Vintage Cars";1935;0.5
"2022-11-04";"1934 Ford V8 Coupe";48.0;565;"Vintage Cars";163;0.08
"2022-11-04";"1917 Maxwell Touring Car";43.0;791;"Vintage Cars";589;0.05
"2022-11-04";"1936 Chrysler Airflow";42.0;471;"Vintage Cars";670;0.09
"2022-11-04";"18th Century Vintage Horse Carriage";40.0;599;"Vintage Cars";835;0.07
"2022-11-04";"1913 Ford Model T Speedster";31.0;419;"Vintage Cars";1589;0.07
"2022-11-04";"1952 Alpine Renault 1300";21.0;731;"Classic Cars";2458;0.03
"2022-11-05";"1958 Setra Bus";49.0;158;"Trucks and Buses";77;0.31
"2022-11-05";"1996 Peterbilt 379 Stake Bed with Outrigger";49.0;81;"Trucks and Buses";77;0.6
"2022-11-05";"1940s Ford truck";45.0;313;"Trucks and Buses";416;0.14
"2022-11-05";"1903 Ford Model A";43.0;391;"Vintage Cars";589;0.11
"2022-11-05";"1982 Camaro Z28";39.0;693;"Classic Cars";915;0.06
"2022-11-05";"1940 Ford Pickup Truck";36.0;261;"Trucks and Buses";1154;0.14
"2022-11-05";"The Mayflower";29.0;74;"Ships";1763;0.39
"2022-11-05";"1904 Buick Runabout";26.0;829;"Vintage Cars";2031;0.03
"2022-11-05";"1939 Cadillac Limousine";25.0;665;"Vintage Cars";2119;0.04
"2022-11-05";"1980’s GM Manhattan Express";24.0;510;"Trucks and Buses";2211;0.05
"2022-11-05";"1962 LanciaA Delta 16V";21.0;679;"Classic Cars";2458;0.03
"2022-11-06";"Collectable Wooden Train";50.0;645;"Trains";12;0.08
"2022-11-06";"1957 Chevy Pickup";48.0;613;"Trucks and Buses";163;0.08
"2022-11-06";"1954 Greyhound Scenicruiser";48.0;287;"Trucks and Buses";163;0.17
"2022-11-06";"Diamond T620 Semi-Skirted Tanker";48.0;102;"Trucks and Buses";163;0.47
"2022-11-06";"1992 Ferrari 360 Spider red";47.0;835;"Classic Cars";256;0.06
"2022-11-06";"1964 Mercedes Tour Bus";46.0;826;"Trucks and Buses";320;0.06
"2022-11-06";"2001 Ferrari Enzo";44.0;362;"Classic Cars";502;0.12
"2022-11-06";"1950's Chicago Surface Lines Streetcar";44.0;860;"Trains";502;0.05
"2022-11-06";"1962 City of Detroit Streetcar";38.0;165;"Trains";997;0.23
"2022-11-06";"1969 Corvair Monza";34.0;691;"Classic Cars";1301;0.05
"2022-11-06";"1962 Volkswagen Microbus";32.0;233;"Trucks and Buses";1503;0.14
"2022-11-06";"1926 Ford Fire Engine";31.0;202;"Trucks and Buses";1589;0.15
"2022-11-06";"1998 Chrysler Plymouth Prowler";29.0;472;"Classic Cars";1763;0.06
"2022-11-06";"1970 Triumph Spitfire";28.0;555;"Classic Cars";1857;0.05
"2022-11-06";"1969 Ford Falcon";27.0;105;"Classic Cars";1935;0.26
"2022-11-06";"1958 Chevy Corvette Limited Edition";27.0;254;"Classic Cars";1935;0.11
"2022-11-06";"1970 Dodge Coronet";25.0;407;"Classic Cars";2119;0.06
"2022-11-06";"1992 Porsche Cayenne Turbo Silver";24.0;658;"Classic Cars";2211;0.04
"2022-11-07";"1999 Yamaha Speed Boat";46.0;426;"Ships";320;0.11
"2022-11-07";"The USS Constitution Ship";46.0;708;"Ships";320;0.06
"2022-11-07";"1972 Alfa Romeo GTA";44.0;325;"Classic Cars";502;0.14
"2022-11-07";"1980s Black Hawk Helicopter";43.0;533;"Planes";589;0.08
"2022-11-07";"The Schooner Bluenose";43.0;190;"Ships";589;0.23
"2022-11-07";"Boeing X-32A JSF";40.0;486;"Planes";835;0.08
